msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00551,29,8,132.86,47.0,1,Demo Connect,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,46.3,16.61,0.17,2.83,2,0,0.0803,1.7948,0.5892
DEMO_00552,25,8,51.19,33.2,2,Demo Plus,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,34.3,6.4,0.241,1.54,2,0,0.0916,0.0656,-0.3857
DEMO_00553,86,4,28.57,31.4,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,31.0,7.14,0.127,0.91,1,1,0.2485,-1.7708,0.3046
DEMO_00554,23,6,76.85,34.9,2,Demo Connect,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,34.4,12.81,0.172,2.2,2,0,0.1043,1.4211,0.0532
DEMO_00555,14,4,51.94,12.7,3,Demo Connect,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,16.5,12.98,0.315,4.09,3,1,0.1315,0.321,0.3074
DEMO_00556,29,6,15.69,37.8,1,Demo Start,2,4,1,241,7,2.1,Client moyen,Ne doit pas les perdre,Faible valeur,35.9,2.61,0.159,0.41,2,0,0.0857,-1.0948,0.8362
DEMO_00557,31,2,60.44,18.8,1,Demo Flex,2,1,4,214,7,2.7,Client à risque,Clients hibernants,Valeur moyenne,21.0,30.22,0.106,3.21,3,0,0.3337,-0.2612,-0.333
DEMO_00558,128,6,80.03,19.2,2,Demo Start,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,16.9,13.34,0.312,4.16,1,0,0.763,-0.8756,-0.8337
DEMO_00559,22,7,102.43,23.9,1,Demo Start,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,25.2,14.63,0.293,4.29,2,0,0.0564,0.2342,-0.5981
DEMO_00560,7,3,27.65,17.7,2,Demo Plus,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Faible valeur,19.1,9.22,0.17,1.57,3,1,0.0459,-0.263,-0.3923
DEMO_00561,17,6,21.57,10.8,1,Demo Connect,4,4,2,442,10,3.0,Client fidèle,Champions,Faible valeur,9.8,3.6,0.555,2.0,2,0,0.0797,-0.3508,-0.8277
DEMO_00562,29,8,115.65,22.7,1,Demo Start,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,20.3,14.46,0.352,5.09,2,0,0.2407,0.6995,0.1014
DEMO_00563,33,7,51.17,19.3,2,Demo Start,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,15.4,7.31,0.363,2.65,2,1,0.2158,0.3777,-0.8941
DEMO_00564,4,2,26.9,18.8,1,Demo Flex,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,17.6,13.45,0.106,1.43,3,0,0.1759,-0.5044,1.0429
DEMO_00565,15,6,53.06,21.2,1,Demo Plus,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,22.3,8.84,0.283,2.5,2,0,0.1044,0.5427,-0.6965
DEMO_00566,82,3,34.11,3.5,1,Demo Start,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Valeur moyenne,1.3,11.37,0.861,9.79,1,0,0.4433,-1.6902,-1.4288
DEMO_00567,10,3,19.54,18.9,1,Demo Start,5,2,1,521,8,2.1,Client moyen,Clients prometteurs,Faible valeur,19.1,6.51,0.158,1.03,3,0,0.0608,-1.0162,0.6781
DEMO_00568,45,11,176.5,50.5,3,Demo Flex,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,47.5,16.05,0.218,3.5,1,0,0.167,1.3108,1.1804
DEMO_00569,17,7,36.32,48.1,1,Demo Max,4,4,2,442,10,3.0,Client fidèle,Champions,Valeur moyenne,47.7,5.19,0.145,0.75,2,0,0.0777,0.1176,0.7894
DEMO_00570,23,5,171.49,23.2,1,Demo Flex,3,3,5,335,11,4.0,Client fidèle,Clients à développer,Forte valeur,20.9,34.3,0.215,7.38,3,0,0.1159,1.5089,0.0912
DEMO_00571,19,4,136.61,22.7,1,Demo Start,4,3,5,435,12,4.2,Client fidèle,Clients à risque,Forte valeur,22.6,34.15,0.176,6.01,0,0,0.2168,1.0227,0.1777
DEMO_00572,28,2,48.97,2.6,1,Demo Plus,3,1,3,313,7,2.4,Client moyen,Nouveaux clients,Valeur moyenne,1.6,24.48,0.767,18.77,3,0,0.1775,-0.4476,-0.675
DEMO_00573,23,1,20.12,15.4,1,Demo Flex,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,13.1,20.12,0.065,1.3,3,0,0.2524,-1.5724,-0.6294
DEMO_00574,20,11,104.73,34.7,2,Demo Plus,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,33.4,9.52,0.317,3.02,0,0,0.0488,1.7181,-1.2584
DEMO_00575,36,4,75.78,17.4,1,Demo Start,2,3,4,234,9,3.3,Client moyen,Clients à risque,Forte valeur,15.5,18.95,0.23,4.37,1,0,0.4271,0.3768,-0.633
DEMO_00576,6,9,85.14,42.0,2,Demo Plus,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,39.4,9.46,0.214,2.03,0,0,0.0561,1.7826,1.208
DEMO_00577,29,7,29.71,40.5,1,Demo Plus,2,4,2,242,8,2.6,Client moyen,Ne doit pas les perdre,Faible valeur,42.6,4.24,0.173,0.73,2,0,0.1577,-0.2004,1.353
DEMO_00578,2,2,45.6,15.2,1,Demo Start,5,1,3,513,9,2.8,Client moyen,Clients prometteurs,Valeur moyenne,14.5,22.8,0.131,3.0,3,0,0.1294,-0.896,-0.2722
DEMO_00579,54,2,37.11,24.4,1,Demo Connect,1,1,3,113,5,2.0,Client à risque,Clients hibernants,Valeur moyenne,20.0,18.56,0.082,1.52,1,1,0.2235,-1.374,-0.163
DEMO_00580,20,6,58.82,52.9,2,Demo Plus,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Valeur moyenne,51.6,9.8,0.114,1.11,2,0,0.1234,0.3658,1.3138
DEMO_00581,43,3,15.25,7.3,3,Demo Max,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,9.2,5.08,0.41,2.08,1,0,0.3075,-1.7922,-0.4201
DEMO_00582,0,4,28.9,17.6,1,Demo Start,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,16.1,7.23,0.227,1.64,3,1,0.0594,-0.1479,0.0298
DEMO_00583,38,1,3.66,6.7,3,Demo Max,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,9.7,3.66,0.149,0.55,1,0,0.1809,-2.4904,-1.586
DEMO_00584,11,5,83.87,12.0,1,Demo Max,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,10.3,16.77,0.416,6.98,0,0,0.1082,0.8232,0.8231
DEMO_00585,24,10,41.3,62.1,1,Demo Connect,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,63.1,4.13,0.161,0.67,2,0,0.0783,1.1853,1.7281
DEMO_00586,39,3,35.04,17.6,2,Demo Plus,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Valeur moyenne,19.7,11.68,0.17,1.99,1,1,0.3137,-1.2552,-0.2312
DEMO_00587,22,3,18.81,4.4,1,Demo Flex,3,2,1,321,6,1.7,Client moyen,Clients à développer,Faible valeur,5.3,6.27,0.687,4.31,3,1,0.1985,-1.0258,-1.0773
DEMO_00588,35,3,13.65,10.7,1,Demo Plus,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,8.0,4.55,0.28,1.27,3,0,0.1883,-2.1025,-0.0165
DEMO_00589,17,3,34.11,6.1,1,Demo Max,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Valeur moyenne,4.2,11.37,0.492,5.59,3,1,0.1723,-0.5031,-0.4509
DEMO_00590,57,3,24.9,25.0,2,Demo Connect,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,27.3,8.3,0.12,1.0,1,0,0.1283,-1.7246,0.2389
DEMO_00591,20,7,110.71,29.6,1,Demo Max,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,27.9,15.82,0.237,3.75,0,0,0.0834,1.6765,0.2203
DEMO_00592,21,10,49.67,38.1,3,Demo Flex,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,40.1,4.97,0.262,1.3,2,0,0.1071,1.1894,0.0632
DEMO_00593,21,1,6.58,33.6,1,Demo Connect,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,32.7,6.58,0.03,0.2,3,1,0.1971,-1.6909,0.9731
DEMO_00594,23,5,13.41,7.6,3,Demo Connect,3,3,1,331,7,2.0,Client fidèle,Clients à développer,Faible valeur,7.9,2.68,0.656,1.76,3,1,0.1556,-1.0332,-0.4742
DEMO_00595,6,5,15.0,28.6,1,Demo Start,5,3,1,531,9,2.4,Client fidèle,Clients à risque,Faible valeur,25.9,3.0,0.175,0.52,3,0,0.1457,-0.8383,0.323
DEMO_00596,9,5,134.08,20.6,2,Demo Start,5,3,5,535,13,4.4,Client fidèle,Clients à risque,Forte valeur,19.4,26.82,0.243,6.51,0,0,0.1324,0.9004,-0.0705
DEMO_00597,47,5,156.87,41.5,1,Demo Max,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,39.7,31.37,0.121,3.78,1,0,0.1531,0.7802,1.3883
DEMO_00598,42,6,62.98,35.9,1,Demo Connect,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,36.4,10.5,0.167,1.75,1,0,0.1613,0.8108,-0.3111
DEMO_00599,40,14,88.76,66.8,1,Demo Max,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,67.0,6.34,0.209,1.33,1,0,0.1309,1.9603,0.6864
DEMO_00600,33,6,50.79,11.4,2,Demo Plus,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,12.3,8.46,0.527,4.46,2,1,0.1423,0.0508,-0.714
DEMO_00601,15,5,80.63,10.2,1,Demo Max,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,9.2,16.13,0.491,7.92,0,0,0.2081,0.6753,-1.0115
DEMO_00602,13,5,37.58,16.1,2,Demo Start,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,14.2,7.52,0.31,2.33,3,0,0.0679,0.1221,-0.5875
DEMO_00603,22,7,79.57,21.2,4,Demo Start,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,21.5,11.37,0.331,3.76,2,1,0.1366,1.6253,0.2062
DEMO_00604,53,4,39.62,14.0,1,Demo Start,1,3,3,133,7,2.6,Client moyen,Clients à risque,Valeur moyenne,11.9,9.9,0.287,2.84,1,0,0.3292,-0.2955,-0.477
DEMO_00605,27,3,21.88,11.8,1,Demo Start,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,14.0,7.29,0.253,1.85,3,0,0.1429,-0.8045,-1.2323
DEMO_00606,9,7,52.27,27.4,1,Demo Flex,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,27.2,7.47,0.255,1.9,2,0,0.0665,0.8576,-0.2735
DEMO_00607,5,2,23.44,16.1,1,Demo Plus,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,15.4,11.72,0.124,1.46,3,0,0.0951,-0.4845,-0.0889
DEMO_00608,43,2,11.66,13.5,1,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,14.5,5.83,0.148,0.86,1,0,0.3044,-1.6958,-0.2145
DEMO_00609,65,3,38.36,7.6,2,Demo Max,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,7.5,12.79,0.394,5.04,1,0,0.2997,-1.2922,-0.3542
DEMO_00610,4,2,15.39,2.9,1,Demo Plus,5,1,1,511,7,1.8,Client moyen,Nouveaux clients,Faible valeur,1.0,7.7,0.698,5.37,3,0,0.0689,-1.1972,-0.5112
DEMO_00611,45,6,64.19,49.0,1,Demo Plus,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,46.9,10.7,0.122,1.31,1,0,0.2414,0.5155,0.9497
DEMO_00612,32,9,192.17,48.2,2,Demo Plus,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,50.3,21.35,0.187,3.99,2,0,0.1349,1.807,0.1398
DEMO_00613,11,6,54.56,36.6,1,Demo Start,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,36.8,9.09,0.164,1.49,2,0,0.1237,0.9814,0.2399
DEMO_00614,27,5,82.71,31.5,2,Demo Flex,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,28.1,16.54,0.159,2.63,3,0,0.1726,1.1006,0.0213
DEMO_00615,7,2,7.44,15.0,3,Demo Start,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,15.8,3.72,0.133,0.49,3,1,0.2377,-1.3508,-0.2907
DEMO_00616,19,11,84.71,32.3,1,Demo Start,4,5,4,454,13,4.3,Champion,Champions,Forte valeur,31.2,7.7,0.341,2.62,0,0,0.1482,1.8115,0.0578
DEMO_00617,23,5,50.64,9.6,1,Demo Start,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,7.9,10.13,0.52,5.27,3,1,0.1071,1.3118,-0.527
DEMO_00618,57,2,57.45,24.0,2,Demo Plus,1,1,4,114,6,2.5,Client à risque,Clients hibernants,Valeur moyenne,21.7,28.73,0.083,2.39,1,0,0.3241,-0.755,0.6214
DEMO_00619,18,1,3.39,12.7,2,Demo Start,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,14.7,3.39,0.079,0.27,3,0,0.117,-2.836,-0.3447
DEMO_00620,12,8,75.68,32.4,2,Demo Plus,4,5,4,454,13,4.3,Champion,Champions,Forte valeur,28.5,9.46,0.247,2.34,0,0,0.0701,1.1293,0.7252
DEMO_00621,30,7,155.57,55.0,2,Demo Plus,2,4,5,245,11,4.1,Client moyen,Ne doit pas les perdre,Forte valeur,53.3,22.22,0.127,2.83,2,0,0.0599,1.8711,1.4906
DEMO_00622,36,3,19.43,10.7,1,Demo Start,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,10.9,6.48,0.281,1.82,3,1,0.1766,-1.6093,-0.4117
DEMO_00623,12,5,44.36,15.6,1,Demo Connect,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,18.7,8.87,0.321,2.85,3,0,0.129,0.0354,-0.1623
DEMO_00624,8,4,47.88,23.7,2,Demo Plus,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,24.8,11.97,0.169,2.02,3,0,0.0894,0.6473,-0.264
DEMO_00625,9,1,11.04,4.9,2,Demo Start,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,3.2,11.04,0.204,2.26,3,0,0.0815,-1.5273,-1.4815
DEMO_00626,57,1,23.6,6.4,2,Demo Max,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Faible valeur,9.4,23.6,0.157,3.71,1,0,0.2005,-1.7649,-0.7377
DEMO_00627,35,15,191.47,54.0,1,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,51.3,12.76,0.278,3.54,2,1,0.2386,3.1101,0.6916
DEMO_00628,17,6,124.22,27.5,2,Demo Flex,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,28.1,20.7,0.218,4.51,0,0,0.1179,0.9683,0.0552
DEMO_00629,50,4,32.73,14.5,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,15.4,8.18,0.277,2.26,1,0,0.1855,-1.3545,-0.4482
DEMO_00630,12,4,26.55,22.1,1,Demo Plus,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Faible valeur,20.3,6.64,0.181,1.2,3,1,0.121,-0.7717,-0.4159
DEMO_00631,22,2,17.62,16.2,1,Demo Connect,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,17.5,8.81,0.124,1.09,3,0,0.3093,-0.9271,-0.9914
DEMO_00632,7,6,31.63,24.2,1,Demo Start,5,4,2,542,11,3.2,Client fidèle,Champions,Valeur moyenne,23.1,5.27,0.248,1.31,2,0,0.1086,0.3605,0.5053
DEMO_00633,49,6,78.08,16.6,2,Demo Start,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,18.0,13.01,0.362,4.71,1,0,0.0771,-0.0041,-0.5796
DEMO_00634,11,1,8.07,21.0,1,Demo Max,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,17.3,8.07,0.048,0.38,3,0,0.2986,-2.1072,0.0164
DEMO_00635,11,9,62.04,34.2,2,Demo Connect,4,5,4,454,13,4.3,Champion,Champions,Valeur moyenne,34.8,6.89,0.263,1.82,2,0,0.0363,1.1535,-0.2723
DEMO_00636,31,8,104.97,32.8,1,Demo Plus,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,32.0,13.12,0.244,3.2,2,0,0.1198,1.5431,0.6313
DEMO_00637,1,13,69.12,52.2,1,Demo Max,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,54.5,5.32,0.249,1.32,2,0,0.0309,1.8834,0.8663
DEMO_00638,6,7,106.66,28.8,1,Demo Start,5,4,5,545,14,4.7,Champion,Champions,Forte valeur,28.7,15.24,0.243,3.71,0,0,0.0558,1.2421,-0.4577
DEMO_00639,40,6,46.0,23.0,1,Demo Max,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,25.5,7.67,0.261,2.0,1,0,0.1969,-0.4444,0.3353
DEMO_00640,9,10,188.69,56.9,2,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,57.9,18.87,0.176,3.32,0,0,0.0248,2.2522,0.9132
DEMO_00641,105,4,32.15,19.5,1,Demo Max,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,19.3,8.04,0.205,1.65,1,1,0.5562,-1.766,-0.4269
DEMO_00642,26,2,28.24,3.2,1,Demo Start,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,4.8,14.12,0.63,8.89,3,0,0.2649,-0.0965,-0.8424
DEMO_00643,3,9,99.09,36.9,1,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,38.5,11.01,0.244,2.69,0,0,0.045,1.8608,-0.1971
DEMO_00644,67,4,60.07,26.7,1,Demo Start,1,3,4,134,8,3.1,Client moyen,Clients à risque,Valeur moyenne,27.6,15.02,0.15,2.25,1,0,0.1951,-0.6742,-0.4184
DEMO_00645,26,3,31.79,22.3,1,Demo Flex,3,2,2,322,7,2.2,Client moyen,Clients à développer,Valeur moyenne,17.7,10.6,0.134,1.42,3,0,0.137,-0.2731,0.4239
DEMO_00646,19,8,31.96,37.5,4,Demo Flex,4,5,2,452,11,3.3,Client fidèle,Champions,Valeur moyenne,35.5,4.0,0.213,0.85,2,0,0.0836,0.6207,0.1821
DEMO_00647,26,2,34.74,16.7,1,Demo Flex,3,1,2,312,6,1.9,Client moyen,Clients à développer,Valeur moyenne,19.4,17.37,0.12,2.08,3,0,0.1254,-0.8672,0.1907
DEMO_00648,3,1,9.5,3.3,1,Demo Connect,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,1.0,9.5,0.299,2.84,3,0,0.069,-0.6298,-0.4746
DEMO_00649,22,6,92.39,37.9,3,Demo Plus,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,39.7,15.4,0.158,2.44,2,0,0.13,0.8703,0.7462
DEMO_00650,10,2,29.16,14.1,2,Demo Flex,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,15.5,14.58,0.142,2.07,3,0,0.141,-0.4186,-1.127
DEMO_00651,21,3,19.56,11.0,1,Demo Start,3,2,1,321,6,1.7,Client moyen,Clients à développer,Faible valeur,9.6,6.52,0.272,1.77,3,0,0.0929,-0.6798,-0.837
DEMO_00652,15,4,24.12,3.5,2,Demo Connect,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Faible valeur,1.0,6.03,1.13,6.82,3,0,0.0882,-0.3051,-0.6345
DEMO_00653,25,6,85.82,36.0,3,Demo Max,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,34.9,14.3,0.167,2.38,2,0,0.1214,1.2968,-0.1626
DEMO_00654,17,2,16.88,2.1,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Nouveaux clients,Faible valeur,6.2,8.44,0.963,8.13,3,1,0.1002,-1.29,-0.5932
DEMO_00655,14,8,133.55,46.8,1,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,45.0,16.69,0.171,2.86,0,0,0.0837,1.9405,0.0839
DEMO_00656,9,6,54.26,17.8,3,Demo Flex,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,16.2,9.04,0.337,3.04,2,0,0.1648,0.7454,-0.4211
DEMO_00657,3,3,52.54,37.1,2,Demo Flex,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,35.1,17.51,0.081,1.42,3,0,0.0728,0.6103,1.4799
DEMO_00658,3,6,75.53,29.3,4,Demo Flex,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,31.7,12.59,0.205,2.58,0,0,0.0429,1.0033,0.4501
DEMO_00659,6,10,116.86,63.1,1,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,62.6,11.69,0.159,1.85,0,0,0.0623,1.9166,0.4328
DEMO_00660,37,3,24.36,28.8,3,Demo Plus,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Faible valeur,27.6,8.12,0.104,0.85,1,1,0.1631,-0.7436,0.7562
DEMO_00661,8,7,79.34,45.7,1,Demo Connect,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,48.6,11.33,0.153,1.74,0,0,0.065,1.3034,1.5808
DEMO_00662,12,3,57.67,15.2,2,Demo Max,4,2,4,424,10,3.4,Client moyen,Clients prometteurs,Valeur moyenne,16.4,19.22,0.197,3.79,3,0,0.1346,-0.1051,1.0061
DEMO_00663,12,1,9.68,6.3,3,Demo Max,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,4.5,9.68,0.158,1.53,3,1,0.1745,-1.1181,-0.2519
DEMO_00664,15,7,93.51,40.6,1,Demo Max,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,38.1,13.36,0.173,2.3,0,0,0.0873,1.4394,-0.091
DEMO_00665,32,2,20.46,6.2,1,Demo Max,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,8.5,10.23,0.324,3.31,3,0,0.1929,-1.2419,-0.3764
DEMO_00666,17,9,96.14,35.8,2,Demo Flex,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,35.8,10.68,0.252,2.69,0,0,0.2015,1.3366,0.8224
DEMO_00667,43,4,102.94,10.0,3,Demo Max,2,3,5,235,10,3.8,Client moyen,Clients à risque,Forte valeur,6.9,25.74,0.399,10.26,1,0,0.3263,0.3836,-0.6753
DEMO_00668,6,8,154.53,27.0,1,Demo Connect,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,23.4,19.32,0.297,5.73,0,0,0.1076,2.1748,0.2663
DEMO_00669,39,10,104.19,63.8,3,Demo Connect,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,61.5,10.42,0.157,1.63,1,0,0.1231,0.7561,0.92
DEMO_00670,62,7,78.56,34.1,1,Demo Plus,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,31.6,11.22,0.205,2.3,1,1,0.176,0.2974,0.3909
DEMO_00671,22,1,6.78,19.6,1,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,15.5,6.78,0.051,0.35,3,0,0.2249,-1.8113,-0.974
DEMO_00672,8,10,90.69,29.7,1,Demo Max,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,27.5,9.07,0.336,3.05,0,0,0.0799,0.9712,-0.7008
DEMO_00673,33,4,47.3,15.6,3,Demo Max,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,13.8,11.82,0.256,3.03,3,0,0.138,-0.1422,-0.3356
DEMO_00674,22,9,143.32,72.0,1,Demo Max,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,71.1,15.92,0.125,1.99,2,0,0.0664,1.9814,1.6128
DEMO_00675,29,2,30.12,13.3,2,Demo Connect,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,16.7,15.06,0.15,2.26,3,0,0.1181,-0.6258,-0.8268
DEMO_00676,44,5,27.09,21.1,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,20.5,5.42,0.237,1.29,1,0,0.2877,-0.4223,-0.4053
DEMO_00677,16,6,102.42,32.2,3,Demo Plus,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,31.9,17.07,0.186,3.18,0,0,0.1265,0.9675,0.3847
DEMO_00678,14,2,19.0,28.4,2,Demo Connect,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,29.4,9.5,0.07,0.67,3,0,0.1158,-1.2874,0.4152
DEMO_00679,120,8,46.37,30.4,1,Demo Connect,1,5,3,153,9,3.2,Client moyen,Ne doit pas les perdre,Valeur moyenne,30.0,5.8,0.263,1.52,1,0,0.6013,-1.8239,-0.0163
DEMO_00680,33,2,41.6,15.9,1,Demo Plus,2,1,3,213,6,2.2,Client à risque,Clients hibernants,Valeur moyenne,16.7,20.8,0.126,2.62,3,0,0.1436,-0.2696,0.2044
DEMO_00681,49,2,44.61,19.1,1,Demo Start,1,1,3,113,5,2.0,Client à risque,Clients hibernants,Valeur moyenne,19.6,22.3,0.105,2.34,1,0,0.1136,-0.6481,-0.1318
DEMO_00682,42,7,80.72,39.5,1,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,39.7,11.53,0.177,2.05,1,0,0.0911,0.9723,1.0827
DEMO_00683,50,3,44.19,38.3,2,Demo Plus,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,43.8,14.73,0.078,1.15,1,0,0.1599,-0.9999,0.3662
DEMO_00684,29,5,76.06,28.8,2,Demo Max,2,3,4,234,9,3.3,Client moyen,Clients à risque,Forte valeur,30.7,15.21,0.173,2.64,3,0,0.097,0.6973,1.0456
DEMO_00685,45,8,171.93,49.1,1,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,47.0,21.49,0.163,3.5,1,1,0.1745,0.7657,1.3202
DEMO_00686,12,10,148.86,40.4,2,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,41.1,14.89,0.248,3.68,0,0,0.1061,1.8197,0.0589
DEMO_00687,3,8,38.44,37.6,1,Demo Max,5,5,3,553,13,4.0,Client fidèle,Champions,Valeur moyenne,36.0,4.81,0.213,1.02,2,0,0.0617,0.876,0.156
DEMO_00688,9,1,30.13,6.1,1,Demo Max,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,7.0,30.13,0.165,4.96,3,0,0.2138,-0.3992,-0.3851
